"Row","FIPS","GENC","Country/Area Name","Year","Population","Annual Growth Rate %","Area (sq km)","Density (per sq km)","Total Fertility Rate","Life Expectancy at Birth","Under-5 Mortality Rate"
"3631","NZ","NZ","New Zealand","1995","3642182","1.639","264537","13.8","2.0235","76.64","8.18"
"3632","NZ","NZ","New Zealand","1996","3697013","1.352","264537","14","1.9957","76.77","8.7"
"3633","NZ","NZ","New Zealand","1997","3738420","0.878","264537","14.1","2.006","77.35","8.27"
"3634","NZ","NZ","New Zealand","1998","3764312","0.503","264537","14.2","1.9441","78.12","6.88"
"3635","NZ","NZ","New Zealand","1999","3783756","0.527","264537","14.3","2.0308","77.82","6.96"
"3636","NZ","NZ","New Zealand","2000","3802400","0.456","264537","14.4","2.0463","78.57","7.62"
"3637","NZ","NZ","New Zealand","2001","3837878","1.397","264537","14.5","2.0363","78.6","6.56"
"3638","NZ","NZ","New Zealand","2002","3898456","1.733","264537","14.7","1.9562","78.8","6.87"
"3639","NZ","NZ","New Zealand","2003","3960281","1.417","264537","15","2.0146","79.08","6.42"
"3640","NZ","NZ","New Zealand","2004","4008166","0.99","264537","15.2","2.0782","79.28","6.77"
"3641","NZ","NZ","New Zealand","2005","4048224","0.999","264537","15.3","2.0689","80.02","6.16"
"3642","NZ","NZ","New Zealand","2006","4089964","1.052","264537","15.5","2.1243","79.97","6.16"
"3643","NZ","NZ","New Zealand","2007","4131984","0.993","264537","15.6","2.2997","80.18","5.98"
"3644","NZ","NZ","New Zealand","2008","4171974","0.934","264537","15.8","2.3126","80.24","5.9"
"3645","NZ","NZ","New Zealand","2009","4218874","1.3","264537","15.9","2.2391","80.68","5.47"
"3646","NZ","NZ","New Zealand","2010","4269245","1.075","264537","16.1","2.2724","81.25","4.92"
"3647","NZ","NZ","New Zealand","2011","4306933","0.684","264537","16.3","2.1825","80.9","5.21"
"3648","NZ","NZ","New Zealand","2012","4336624","0.69","264537","16.4","2.1783","81.21","4.95"
"3649","NZ","NZ","New Zealand","2013","4377391","1.179","264537","16.5","2.0784","81.73","4.48"
"3650","NZ","NZ","New Zealand","2014","4442509","1.77","264537","16.8","1.9868","81.44","4.73"
"3651","NU","NI","Nicaragua","1990","3643561","5.784","119990","30.4","5.1146","63.61","72.17"
"3652","NU","NI","Nicaragua","1991","3838336","4.659","119990","32","5.0273","64.26","67.92"
"3653","NU","NI","Nicaragua","1992","4004389","3.828","119990","33.4","4.94","64.88","63.93"
"3654","NU","NI","Nicaragua","1993","4152407","3.438","119990","34.6","4.677","65.48","60.21"
"3655","NU","NI","Nicaragua","1994","4283967","2.81","119990","35.7","4.414","66.05","56.71"
"3656","NU","NI","Nicaragua","1995","4395504","2.337","119990","36.6","4.151","66.61","53.45"
"3657","NU","NI","Nicaragua","1996","4495799","2.177","119990","37.5","3.888","67.14","50.38"
"3658","NU","NI","Nicaragua","1997","4591033","2.016","119990","38.3","3.625","67.66","47.5"
"3659","NU","NI","Nicaragua","1998","4681655","1.894","119990","39","3.4933","66.58","50.41"
"3660","NU","NI","Nicaragua","1999","4770659","1.873","119990","39.8","3.3617","68.33","44.01"
"3661","NU","NI","Nicaragua","2000","4858962","1.796","119990","40.5","3.23","68.66","42.04"
"3662","NU","NI","Nicaragua","2001","4945003","1.715","119990","41.2","3.0975","68.98","40.15"
"3663","NU","NI","Nicaragua","2002","5028418","1.631","119990","41.9","2.965","69.28","38.35"
"3664","NU","NI","Nicaragua","2003","5108888","1.545","119990","42.6","2.8325","69.57","36.64"
"3665","NU","NI","Nicaragua","2004","5186125","1.457","119990","43.2","2.7","69.85","35"
"3666","NU","NI","Nicaragua","2005","5259795","1.365","119990","43.8","2.59","70.14","34.19"
"3667","NU","NI","Nicaragua","2006","5330730","1.315","119990","44.4","2.506","70.43","33.39"
"3668","NU","NI","Nicaragua","2007","5399921","1.265","119990","45","2.422","70.72","32.62"
"3669","NU","NI","Nicaragua","2008","5467241","1.213","119990","45.6","2.338","71.01","31.87"
"3670","NU","NI","Nicaragua","2009","5532425","1.157","119990","46.1","2.254","71.29","31.13"
"3671","NU","NI","Nicaragua","2010","5595169","1.098","119990","46.6","2.17","71.57","30.41"
"3672","NU","NI","Nicaragua","2011","5656433","1.08","119990","47.1","2.124","71.85","29.71"
"3673","NU","NI","Nicaragua","2012","5717219","1.058","119990","47.6","2.078","72.12","29.02"
"3674","NU","NI","Nicaragua","2013","5777371","1.035","119990","48.1","2.032","72.39","28.34"
"3675","NU","NI","Nicaragua","2014","5836758","1.01","119990","48.6","1.986","72.67","27.69"
"3676","NG","NE","Niger","1990","7813600","2.872","1266700","6.2","7.9441","39.4","313.53"
"3677","NG","NE","Niger","1991","8042956","2.913","1266700","6.3","7.9419","39.78","309.62"
"3678","NG","NE","Niger","1992","8282969","2.967","1266700","6.5","7.9397","40.16","305.77"
"3679","NG","NE","Niger","1993","8539455","3.13","1266700","6.7","7.9375","40.53","301.95"
"3680","NG","NE","Niger","1994","8808733","3.08","1266700","7","7.9593","41.27","289"
"3681","NG","NE","Niger","1995","9100306","3.427","1266700","7.2","7.9811","41.96","276.71"
"3682","NG","NE","Niger","1996","9408958","3.247","1266700","7.4","8.0029","42.62","265.04"
"3683","NG","NE","Niger","1997","9717046","3.198","1266700","7.7","8.0246","43.25","253.98"
"3684","NG","NE","Niger","1998","10042489","3.387","1266700","7.9","8.0464","43.83","243.49"
"3685","NG","NE","Niger","1999","10386457","3.348","1266700","8.2","8.0682","44.39","233.56"
"3686","NG","NE","Niger","2000","10746376","3.462","1266700","8.5","8.09","44.9","224.16"
"3687","NG","NE","Niger","2001","11130179","3.554","1266700","8.8","8.11","46.18","212.1"
"3688","NG","NE","Niger","2002","11538649","3.652","1266700","9.1","8.2","47.43","200.61"
"3689","NG","NE","Niger","2003","11971585","3.713","1266700","9.5","8.22","48.66","189.67"
"3690","NG","NE","Niger","2004","12427578","3.762","1266700","9.8","8.24","49.85","179.29"
"3691","NG","NE","Niger","2005","12907510","3.814","1266700","10.2","8.27","51.02","169.42"
"3692","NG","NE","Niger","2006","13410761","3.834","1266700","10.6","8.29","51.75","163.29"
"3693","NG","NE","Niger","2007","13936205","3.851","1266700","11","8.3","52.47","157.38"
"3694","NG","NE","Niger","2008","14479804","3.802","1266700","11.4","8.2","53.18","151.67"
"3695","NG","NE","Niger","2009","15038018","3.763","1266700","11.9","8.1","53.88","146.16"
"3696","NG","NE","Niger","2010","15612503","3.734","1266700","12.3","8","54.56","140.84"
"3697","NG","NE","Niger","2011","16204920","3.714","1266700","12.8","7.9","55.23","135.71"
"3698","NG","NE","Niger","2012","16842453","3.997","1266700","13.3","7.8","55.88","130.76"
"3699","NG","NE","Niger","2013","17505864","3.733","1266700","13.8","7.7","56.53","125.99"
"3700","NG","NE","Niger","2014","18176446","3.783","1266700","14.3","7.6","56.93","123.51"
"3701","NI","NG","Nigeria","1990","97041753","2.431","910768","106.5","6.039","46.03","212.91"
"3702","NI","NG","Nigeria","1991","99406734","2.385","910768","109.1","5.87","46.2","210.22"
"3703","NI","NG","Nigeria","1992","101837787","2.447","910768","111.8","5.8936","46.37","207.55"
"3704","NI","NG","Nigeria","1993","104387403","2.498","910768","114.6","5.9171","46.53","204.93"
"3705","NI","NG","Nigeria","1994","107053762","2.546","910768","117.5","5.9407","46.68","202.33"
"3706","NI","NG","Nigeria","1995","109838554","2.59","910768","120.6","5.9643","46.84","199.77"
"3707","NI","NG","Nigeria","1996","112744016","2.631","910768","123.8","5.9879","46.99","197.23"
"3708","NI","NG","Nigeria","1997","115773046","2.67","910768","127.1","6.0114","47.14","194.72"
"3709","NI","NG","Nigeria","1998","118927944","2.706","910768","130.6","6.035","47.28","192.24"
"3710","NI","NG","Nigeria","1999","122200766","2.723","910768","134.2","6.035","47.42","189.79"
"3711","NI","NG","Nigeria","2000","125580732","2.733","910768","137.9","6.035","47.56","187.36"
"3712","NI","NG","Nigeria","2001","129095345","2.786","910768","141.7","6.035","48.3","180.74"
"3713","NI","NG","Nigeria","2002","132764563","2.818","910768","145.8","6.035","49.03","174.3"
"3714","NI","NG","Nigeria","2003","136587691","2.859","910768","150","6.035","49.75","168.08"
"3715","NI","NG","Nigeria","2004","140534504","2.839","910768","154.3","5.9529","50.46","162.06"
"3716","NI","NG","Nigeria","2005","144566309","2.818","910768","158.7","5.8708","51.16","156.25"
"3717","NI","NG","Nigeria","2006","148689670","2.806","910768","163.3","5.7887","51.84","150.64"
"3718","NI","NG","Nigeria","2007","152884914","2.759","910768","167.9","5.7067","52.52","145.18"
"3719","NI","NG","Nigeria","2008","157143322","2.735","910768","172.5","5.6246","53.18","139.91"
"3720","NI","NG","Nigeria","2009","161479596","2.709","910768","177.3","5.5425","53.83","134.82"
"3721","NI","NG","Nigeria","2010","165890754","2.681","910768","182.1","5.4604","54.47","129.93"
"3722","NI","NG","Nigeria","2011","170376418","2.655","910768","187.1","5.3783","55.09","125.2"
"3723","NI","NG","Nigeria","2012","174931760","2.623","910768","192.1","5.2962","55.71","120.65"
"3724","NI","NG","Nigeria","2013","179546969","2.586","910768","197.1","5.2142","56.31","116.25"
"3725","NI","NG","Nigeria","2014","184193052","2.524","910768","202.2","5.1321","56.9","112.02"
"3726","MK","MK","North Macedonia","1990","1861361","","25433","73.2","","",""
"3727","MK","MK","North Macedonia","1991","1867710","","25433","73.4","","",""
"3728","MK","MK","North Macedonia","1992","1889358","","25433","74.3","","",""
"3729","MK","MK","North Macedonia","1993","1917563","","25433","75.4","","",""
"3730","MK","MK","North Macedonia","1994","1935034","1.06","25433","76.1","2.2422","71.59","29.03"
"3731","MK","MK","North Macedonia","1995","1954048","0.896","25433","76.8","2.1432","71.71","25.7"
"3732","MK","MK","North Macedonia","1996","1971102","0.842","25433","77.5","2.0761","72.39","18.82"
"3733","MK","MK","North Macedonia","1997","1984861","0.55","25433","78","1.9387","72.31","18.53"
"3734","MK","MK","North Macedonia","1998","1995474","0.517","25433","78.5","1.9203","72.12","20.06"
"3735","MK","MK","North Macedonia","1999","2005700","0.506","25433","78.9","1.7835","72.7","17.7"
"3736","MK","MK","North Macedonia","2000","2017370","0.654","25433","79.3","1.907","72.89","15.28"
"3737","MK","MK","North Macedonia","2001","2029420","0.537","25433","79.8","1.7436","73.39","12.98"
"3738","MK","MK","North Macedonia","2002","2038574","0.363","25433","80.2","1.5514","73.02","12.63"
"3739","MK","MK","North Macedonia","2003","2045571","0.322","25433","80.4","1.5065","73.21","14.33"
"3740","MK","MK","North Macedonia","2004","2051932","0.299","25433","80.7","1.4824","73.46","14.56"
"3741","MK","MK","North Macedonia","2005","2057226","0.217","25433","80.9","1.4263","73.64","13.96"
"3742","MK","MK","North Macedonia","2006","2061665","0.214","25433","81.1","1.4287","73.74","12.86"
"3743","MK","MK","North Macedonia","2007","2065917","0.198","25433","81.2","1.4314","73.6","11.61"
"3744","MK","MK","North Macedonia","2008","2069952","0.193","25433","81.4","1.4459","74.24","11"
"3745","MK","MK","North Macedonia","2009","2074492","0.245","25433","81.6","1.494","74.18","13.55"
"3746","MK","MK","North Macedonia","2010","2079955","0.281","25433","81.8","1.5331","74.78","8.48"
"3747","MK","MK","North Macedonia","2011","2084928","0.197","25433","82","1.4385","74.93","8.33"
"3748","MK","MK","North Macedonia","2012","2089228","0.215","25433","82.1","1.4915","74.74","11.23"
"3749","MK","MK","North Macedonia","2013","2094132","0.254","25433","82.3","1.4674","75.22","11.16"
"3750","MK","MK","North Macedonia","2014","2099581","0.266","25433","82.6","1.5045","75.28","10.82"
"3751","CQ","MP","Northern Mariana Islands","1990","44037","","472","93.3","","",""
"3752","CQ","MP","Northern Mariana Islands","1991","46556","","472","98.6","","",""
"3753","CQ","MP","Northern Mariana Islands","1992","49214","","472","104.3","","",""
"3754","CQ","MP","Northern Mariana Islands","1993","51941","","472","110","","",""
"3755","CQ","MP","Northern Mariana Islands","1994","54619","","472","115.7","","",""
"3756","CQ","MP","Northern Mariana Islands","1995","57237","","472","121.3","","",""
"3757","CQ","MP","Northern Mariana Islands","1996","59832","","472","126.8","","",""
"3758","CQ","MP","Northern Mariana Islands","1997","62401","","472","132.2","","",""
"3759","CQ","MP","Northern Mariana Islands","1998","64904","","472","137.5","","",""
"3760","CQ","MP","Northern Mariana Islands","1999","67319","","472","142.6","","",""
"3761","CQ","MP","Northern Mariana Islands","2000","69726","-0.439","472","147.7","1.7218","73.81","18.45"
"3762","CQ","MP","Northern Mariana Islands","2001","69424","-0.429","472","147.1","1.7941","73.81","18.45"
"3763","CQ","MP","Northern Mariana Islands","2002","69035","-0.695","472","146.3","1.6157","73.81","18.45"
"3764","CQ","MP","Northern Mariana Islands","2003","68590","-0.598","472","145.3","1.7735","73.81","18.45"
"3765","CQ","MP","Northern Mariana Islands","2004","68174","-0.62","472","144.4","1.816","73.81","18.45"
"3766","CQ","MP","Northern Mariana Islands","2005","67737","-0.666","472","143.5","1.8755","73.81","18.45"
"3767","CQ","MP","Northern Mariana Islands","2006","66233","-3.861","472","140.3","2.186","73.81","18.46"
"3768","CQ","MP","Northern Mariana Islands","2007","63650","-4.101","472","134.9","2.39","73.81","18.46"
"3769","CQ","MP","Northern Mariana Islands","2008","60971","-4.505","472","129.2","2.518","73.81","18.46"
"3770","CQ","MP","Northern Mariana Islands","2009","58115","-5.104","472","123.1","2.5445","73.81","18.46"
"3771","CQ","MP","Northern Mariana Islands","2010","55121","-5.482","472","116.8","3.1665","73.81","18.46"
"3772","CQ","MP","Northern Mariana Islands","2011","53535","-0.278","472","113.4","2.96","74.04","18.08"
"3773","CQ","MP","Northern Mariana Islands","2012","53405","-0.206","472","113.1","3.1525","74.27","17.71"
"3774","CQ","MP","Northern Mariana Islands","2013","53260","-0.336","472","112.8","2.953","74.5","17.35"
"3775","CQ","MP","Northern Mariana Islands","2014","53069","-0.379","472","112.4","2.8928","74.73","16.98"
"3776","NO","NO","Norway","1990","4242006","","304282","13.9","","",""
"3777","NO","NO","Norway","1991","4261733","0.561","304282","14","1.9236","76.97","7.87"
"3778","NO","NO","Norway","1992","4286358","0.591","304282","14.1","1.8915","77.18","7.25"
"3779","NO","NO","Norway","1993","4311965","0.6","304282","14.2","1.8686","77.16","6.49"
"3780","NO","NO","Norway","1994","4336639","0.541","304282","14.3","1.8741","77.69","6.37"
"3781","NO","NO","Norway","1995","4359102","0.492","304282","14.3","1.8777","77.72","5.12"
"3782","NO","NO","Norway","1996","4381278","0.522","304282","14.4","1.8991","78.12","5.17"
"3783","NO","NO","Norway","1997","4405673","0.588","304282","14.5","1.8666","78.14","5.29"
"3784","NO","NO","Norway","1998","4432719","0.636","304282","14.6","1.8237","78.38","4.8"
"3785","NO","NO","Norway","1999","4463378","0.742","304282","14.7","1.8553","78.32","5.29"
"3786","NO","NO","Norway","2000","4492401","0.555","304282","14.8","1.8625","78.6","4.84"
"3787","NO","NO","Norway","2001","4515196","0.458","304282","14.8","1.7963","78.81","4.74"
"3788","NO","NO","Norway","2002","4539603","0.62","304282","14.9","1.7673","78.88","4.63"
"3789","NO","NO","Norway","2003","4566304","0.553","304282","15","1.8115","79.43","4.49"
"3790","NO","NO","Norway","2004","4593414","0.63","304282","15.1","1.8434","79.88","4.02"
"3791","NO","NO","Norway","2005","4624876","0.734","304282","15.2","1.8514","80.09","4.02"
"3792","NO","NO","Norway","2006","4662367","0.88","304282","15.3","1.9189","80.36","4.03"
"3793","NO","NO","Norway","2007","4710953","1.192","304282","15.5","1.9155","80.43","3.67"
"3794","NO","NO","Norway","2008","4770097","1.303","304282","15.7","1.9742","80.6","3.45"
"3795","NO","NO","Norway","2009","4830659","1.221","304282","15.9","1.9997","80.8","3.84"
"3796","NO","NO","Norway","2010","4891301","1.273","304282","16.1","1.9649","81","3.34"
"3797","NO","NO","Norway","2011","4955374","1.329","304282","16.3","1.8972","81.2","2.88"
"3798","NO","NO","Norway","2012","5021107","1.307","304282","16.5","1.8665","81.41","3.05"
"3799","NO","NO","Norway","2013","5085513","1.243","304282","16.7","1.8631","81.51","3.04"
"3800","NO","NO","Norway","2014","5147527","1.182","304282","16.9","1.861","81.6","3.03"
"3801","MU","OM","Oman","1990","1794377","","309500","5.8","","",""
"3802","MU","OM","Oman","1991","1866066","","309500","6","","",""
"3803","MU","OM","Oman","1992","1939491","","309500","6.3","","",""
"3804","MU","OM","Oman","1993","2014566","3.099","309500","6.5","5.9602","69.97","33.51"
"3805","MU","OM","Oman","1994","2076785","2.986","309500","6.7","5.6985","70.08","34.8"
"3806","MU","OM","Oman","1995","2138564","2.878","309500","6.9","5.4269","70.28","34.76"
"3807","MU","OM","Oman","1996","2199643","2.755","309500","7.1","5.1279","70.52","34.35"
"3808","MU","OM","Oman","1997","2259698","2.633","309500","7.3","4.8293","70.77","33.7"
"3809","MU","OM","Oman","1998","2318557","2.511","309500","7.5","4.5361","71.03","33"
"3810","MU","OM","Oman","1999","2376079","2.392","309500","7.7","4.2536","71.29","32.19"
"3811","MU","OM","Oman","2000","2432191","2.278","309500","7.9","3.985","71.55","31.42"
"3812","MU","OM","Oman","2001","2486967","2.178","309500","8","3.7409","71.8","30.73"
"3813","MU","OM","Oman","2002","2540520","2.084","309500","8.2","3.5179","72.04","30.15"
"3814","MU","OM","Oman","2003","2592927","2","309500","8.4","3.3196","72.29","29.59"
"3815","MU","OM","Oman","2004","2644368","1.929","309500","8.5","3.1505","72.53","29.07"
