"Row","FIPS","GENC","Country/Area Name","Year","Population","Annual Growth Rate %","Area (sq km)","Density (per sq km)","Total Fertility Rate","Life Expectancy at Birth","Under-5 Mortality Rate"
"3333","MD","MD","Moldova","1997","4304362","-0.87","32891","130.9","1.6549","66.19","33.26"
"3334","MD","MD","Moldova","1998","4266196","-0.911","32891","129.7","1.509","67.41","27.15"
"3335","MD","MD","Moldova","1999","4224863","-1.037","32891","128.5","1.4099","67.15","27.71"
"3336","MD","MD","Moldova","2000","4180215","-1.089","32891","127.1","1.3511","67.23","26.76"
"3337","MD","MD","Moldova","2001","4135094","-1.082","32891","125.7","1.3382","67.78","23.89"
"3338","MD","MD","Moldova","2002","4088890","-1.166","32891","124.3","1.32","67.61","21.41"
"3339","MD","MD","Moldova","2003","4040951","-1.193","32891","122.9","1.3513","67.45","21.53"
"3340","MD","MD","Moldova","2004","3994611","-1.113","32891","121.4","1.414","67.9","18.88"
"3341","MD","MD","Moldova","2005","3948260","-1.222","32891","120","1.3905","67.13","18.69"
"3342","MD","MD","Moldova","2006","3901079","-1.183","32891","118.6","1.3877","67.64","16.93"
"3343","MD","MD","Moldova","2007","3855441","-1.171","32891","117.2","1.4077","67.79","16.86"
"3344","MD","MD","Moldova","2008","3811762","-1.108","32891","115.9","1.4564","68.15","17.73"
"3345","MD","MD","Moldova","2009","3770697","-1.059","32891","114.6","1.5354","68.14","17.75"
"3346","MD","MD","Moldova","2010","3731159","-1.05","32891","113.4","1.5395","68.5","17.34"
"3347","MD","MD","Moldova","2011","3692309","-1.044","32891","112.3","1.5435","68.85","16.96"
"3348","MD","MD","Moldova","2012","3654059","-1.039","32891","111.1","1.5475","69.2","16.59"
"3349","MD","MD","Moldova","2013","3616348","-1.036","32891","109.9","1.5515","69.54","16.23"
"3350","MD","MD","Moldova","2014","3579084","-1.036","32891","108.8","1.5555","69.88","15.88"
"3351","MN","MC","Monaco","1990","29972","0.624","2","14986","1.1182","83.64","3.36"
"3352","MN","MC","Monaco","1991","30159","0.62","2","15079.5","1.1131","84.01","3.26"
"3353","MN","MC","Monaco","1992","30346","0.616","2","15173","1.1374","84.15","3.22"
"3354","MN","MC","Monaco","1993","30531","0.603","2","15265.5","1.0763","84.93","3.02"
"3355","MN","MC","Monaco","1994","30716","0.606","2","15358","1.1836","84.46","3.14"
"3356","MN","MC","Monaco","1995","30910","0.657","2","15455","1.1907","85.47","2.86"
"3357","MN","MC","Monaco","1996","31113","0.652","2","15556.5","1.1397","86.69","2.63"
"3358","MN","MC","Monaco","1997","31315","0.645","2","15657.5","1.0363","87.81","2.32"
"3359","MN","MC","Monaco","1998","31502","0.54","2","15751","0.9932","87.11","2.48"
"3360","MN","MC","Monaco","1999","31674","0.553","2","15837","1.0787","87.5","2.46"
"3361","MN","MC","Monaco","2000","31855","0.59","2","15927.5","1.1367","87.65","2.37"
"3362","MN","MC","Monaco","2001","31843","-0.669","2","15921.5","1.2529","85.96","2.75"
"3363","MN","MC","Monaco","2002","31654","-0.524","2","15827","1.3168","88.09","2.26"
"3364","MN","MC","Monaco","2003","31459","-0.709","2","15729.5","1.3443","85.87","2.78"
"3365","MN","MC","Monaco","2004","31265","-0.521","2","15632.5","1.244","89.82","1.94"
"3366","MN","MC","Monaco","2005","31098","-0.553","2","15549","1.5057","87.75","2.35"
"3367","MN","MC","Monaco","2006","30949","-0.407","2","15474.5","1.4305","89.91","1.92"
"3368","MN","MC","Monaco","2007","30831","-0.36","2","15415.5","1.4366","89.93","1.91"
"3369","MN","MC","Monaco","2008","30730","-0.299","2","15365","1.4427","89.88","1.93"
"3370","MN","MC","Monaco","2009","30649","-0.228","2","15324.5","1.4488","89.83","1.94"
"3371","MN","MC","Monaco","2010","30589","-0.167","2","15294.5","1.455","89.78","1.95"
"3372","MN","MC","Monaco","2011","30547","-0.108","2","15273.5","1.4611","89.73","1.95"
"3373","MN","MC","Monaco","2012","30523","-0.046","2","15261.5","1.4672","89.68","1.96"
"3374","MN","MC","Monaco","2013","30519","0.016","2","15259.5","1.4733","89.63","1.97"
"3375","MN","MC","Monaco","2014","30535","0.085","2","15267.5","1.4795","89.58","1.97"
"3376","MG","MN","Mongolia","1990","2121375","2.432","1553556","1.4","4.8","58.87","121.51"
"3377","MG","MN","Mongolia","1991","2169556","2.063","1553556","1.4","4.22","59.54","113.58"
"3378","MG","MN","Mongolia","1992","2210189","1.651","1553556","1.4","3.57","60.17","106.18"
"3379","MG","MN","Mongolia","1993","2242277","1.234","1553556","1.4","2.92","60.75","99.32"
"3380","MG","MN","Mongolia","1994","2272058","1.403","1553556","1.5","3.03","61.32","92.87"
"3381","MG","MN","Mongolia","1995","2306417","1.597","1553556","1.5","3.12","61.86","86.88"
"3382","MG","MN","Mongolia","1996","2340705","1.356","1553556","1.5","2.77","62.38","81.28"
"3383","MG","MN","Mongolia","1997","2372034","1.303","1553556","1.5","2.64","62.87","76.05"
"3384","MG","MN","Mongolia","1998","2402673","1.264","1553556","1.5","2.54","63.35","71.17"
"3385","MG","MN","Mongolia","1999","2432721","1.222","1553556","1.6","2.44","63.8","66.62"
"3386","MG","MN","Mongolia","2000","2460815","1.075","1553556","1.6","2.24","64.23","62.37"
"3387","MG","MN","Mongolia","2001","2489156","1.214","1553556","1.6","2.21","64.64","58.41"
"3388","MG","MN","Mongolia","2002","2518612","1.139","1553556","1.6","2.1","65.04","54.7"
"3389","MG","MN","Mongolia","2003","2546571","1.069","1553556","1.6","1.99","65.42","51.24"
"3390","MG","MN","Mongolia","2004","2574146","1.085","1553556","1.7","1.975","65.79","48.01"
"3391","MG","MN","Mongolia","2005","2602416","1.1","1553556","1.7","1.96","66.14","45"
"3392","MG","MN","Mongolia","2006","2632747","1.217","1553556","1.7","2.07","66.48","42.18"
"3393","MG","MN","Mongolia","2007","2666190","1.307","1553556","1.7","2.1525","66.81","39.55"
"3394","MG","MN","Mongolia","2008","2702400","1.39","1553556","1.7","2.235","67.13","37.08"
"3395","MG","MN","Mongolia","2009","2741412","1.475","1553556","1.8","2.3175","67.44","34.78"
"3396","MG","MN","Mongolia","2010","2783419","1.565","1553556","1.8","2.4","67.74","32.63"
"3397","MG","MN","Mongolia","2011","2826843","1.531","1553556","1.8","2.355","68.02","30.62"
"3398","MG","MN","Mongolia","2012","2869801","1.486","1553556","1.8","2.31","68.34","29.97"
"3399","MG","MN","Mongolia","2013","2911859","1.425","1553556","1.9","2.265","68.66","29.34"
"3400","MG","MN","Mongolia","2014","2952686","1.361","1553556","1.9","2.22","68.97","28.71"
"3401","MJ","ME","Montenegro","1990","583202","","13452","43.4","","",""
"3402","MJ","ME","Montenegro","1991","590872","","13452","43.9","","",""
"3403","MJ","ME","Montenegro","1992","621621","0.188","13452","46.2","2.0236","74.69","15.88"
"3404","MJ","ME","Montenegro","1993","622526","0.103","13452","46.3","1.9029","75.06","16.5"
"3405","MJ","ME","Montenegro","1994","623015","0.054","13452","46.3","1.9033","74.57","16.48"
"3406","MJ","ME","Montenegro","1995","623521","0.108","13452","46.4","2.0424","74.41","14.31"
"3407","MJ","ME","Montenegro","1996","623970","0.036","13452","46.4","1.9619","74.42","14.88"
"3408","MJ","ME","Montenegro","1997","623786","-0.095","13452","46.4","1.8964","73.52","16.55"
"3409","MJ","ME","Montenegro","1998","623492","0.001","13452","46.3","2.0012","73.74","16.49"
"3410","MJ","ME","Montenegro","1999","623269","-0.072","13452","46.3","1.924","73.75","13.89"
"3411","MJ","ME","Montenegro","2000","622985","-0.019","13452","46.3","2.0066","74.21","12.91"
"3412","MJ","ME","Montenegro","2001","622684","-0.077","13452","46.3","1.934","74.08","15.56"
"3413","MJ","ME","Montenegro","2002","621991","-0.145","13452","46.2","1.8635","74.45","11.31"
"3414","MJ","ME","Montenegro","2003","620914","-0.201","13452","46.2","1.834","74.2","12.09"
"3415","MJ","ME","Montenegro","2004","620511","0.072","13452","46.1","1.7274","74.43","12.99"
"3416","MJ","ME","Montenegro","2005","620641","-0.03","13452","46.1","1.623","74.41","10.7"
"3417","MJ","ME","Montenegro","2006","620482","-0.022","13452","46.1","1.6667","74.29","12.18"
"3418","MJ","ME","Montenegro","2007","620495","0.025","13452","46.1","1.7402","74.79","8.88"
"3419","MJ","ME","Montenegro","2008","621000","0.137","13452","46.2","1.8429","75.56","8.49"
"3420","MJ","ME","Montenegro","2009","621968","0.174","13452","46.2","1.9415","75.51","6.2"
"3421","MJ","ME","Montenegro","2010","622553","0.014","13452","46.3","1.679","76.41","6.99"
"3422","MJ","ME","Montenegro","2011","622433","-0.053","13452","46.3","1.6467","76.25","5.51"
"3423","MJ","ME","Montenegro","2012","622079","-0.061","13452","46.2","1.7196","76.39","5.68"
"3424","MJ","ME","Montenegro","2013","621603","-0.093","13452","46.2","1.7426","76.62","5.07"
"3425","MJ","ME","Montenegro","2014","620897","-0.135","13452","46.2","1.7774","76.56","5.74"
"3426","MH","MS","Montserrat","1990","10728","","102","105.2","","",""
"3427","MH","MS","Montserrat","1991","10606","-1.15","102","104","2.0302","72.45","19.04"
"3428","MH","MS","Montserrat","1992","10495","-0.943","102","102.9","2.0002","73.59","16.84"
"3429","MH","MS","Montserrat","1993","10406","-0.74","102","102","1.9701","75.21","14.32"
"3430","MH","MS","Montserrat","1994","10336","-0.629","102","101.3","1.9401","75.9","12.65"
"3431","MH","MS","Montserrat","1995","10268","-0.691","102","100.7","1.91","75.04","14.53"
"3432","MH","MS","Montserrat","1996","7947","-57.506","102","77.9","1.894","73.87","17.18"
"3433","MH","MS","Montserrat","1997","5950","9.664","102","58.3","1.878","71.69","21.08"
"3434","MH","MS","Montserrat","1998","3381","-168.944","102","33.1","1.0958","74.01","15.96"
"3435","MH","MS","Montserrat","1999","3378","168.887","102","33.1","1.5244","72.37","19.46"
"3436","MH","MS","Montserrat","2000","3951","-115.363","102","38.7","1.3427","72.6","18.93"
"3437","MH","MS","Montserrat","2001","4239","121.113","102","41.6","1.1997","72.11","20.05"
"3438","MH","MS","Montserrat","2002","4810","-82.973","102","47.2","1.1808","72.98","18.07"
"3439","MH","MS","Montserrat","2003","4491","74.683","102","44","0.9428","71.52","21.44"
"3440","MH","MS","Montserrat","2004","4963","-48.579","102","48.7","0.9781","73.1","17.82"
"3441","MH","MS","Montserrat","2005","4530","34.084","102","44.4","1.4499","71.08","22.53"
"3442","MH","MS","Montserrat","2006","4625","-29.254","102","45.3","1.0842","72.4","19.38"
"3443","MH","MS","Montserrat","2007","4512","24.956","102","44.2","0.9708","72.53","18.99"
"3444","MH","MS","Montserrat","2008","5082","0.275","102","49.8","1.2243","72.66","18.64"
"3445","MH","MS","Montserrat","2009","5098","0.373","102","50","1.2309","72.78","18.3"
"3446","MH","MS","Montserrat","2010","5118","0.391","102","50.2","1.2374","72.91","17.94"
"3447","MH","MS","Montserrat","2011","5140","0.447","102","50.4","1.244","73.16","17.3"
"3448","MH","MS","Montserrat","2012","5163","0.465","102","50.6","1.2506","73.41","16.67"
"3449","MH","MS","Montserrat","2013","5187","0.463","102","50.9","1.2571","73.65","16.07"
"3450","MH","MS","Montserrat","2014","5211","0.48","102","51.1","1.2637","73.9","15.49"
"3451","MO","MA","Morocco","1990","24517333","1.948","716550","34.2","4.1053","61.49","86.1"
"3452","MO","MA","Morocco","1991","24984372","1.827","716550","34.9","3.8589","62.05","82.33"
"3453","MO","MA","Morocco","1992","25442561","1.807","716550","35.5","3.7228","62.59","78.71"
"3454","MO","MA","Morocco","1993","25902841","1.779","716550","36.1","3.5865","63.12","75.25"
"3455","MO","MA","Morocco","1994","26363242","1.745","716550","36.8","3.4503","63.64","71.95"
"3456","MO","MA","Morocco","1995","26774155","1.351","716550","37.4","3.3143","64.14","68.79"
"3457","MO","MA","Morocco","1996","27130551","1.294","716550","37.9","3.1782","64.63","65.62"
"3458","MO","MA","Morocco","1997","27477506","1.248","716550","38.3","3.0422","65.11","62.6"
"3459","MO","MA","Morocco","1998","27814994","1.194","716550","38.8","2.9061","65.57","59.74"
"3460","MO","MA","Morocco","1999","28150084","1.201","716550","39.3","2.8775","66","57.03"
"3461","MO","MA","Morocco","2000","28491421","1.209","716550","39.8","2.849","66.43","54.46"
"3462","MO","MA","Morocco","2001","28837958","1.208","716550","40.2","2.8204","66.84","52"
"3463","MO","MA","Morocco","2002","29188575","1.208","716550","40.7","2.792","67.24","49.67"
"3464","MO","MA","Morocco","2003","29543837","1.211","716550","41.2","2.7635","67.63","47.46"
"3465","MO","MA","Morocco","2004","29903483","1.209","716550","41.7","2.7352","68","45.36"
"3466","MO","MA","Morocco","2005","30283203","1.314","716550","42.3","2.7064","68.37","43.31"
"3467","MO","MA","Morocco","2006","30681046","1.296","716550","42.8","2.6773","68.73","41.33"
"3468","MO","MA","Morocco","2007","31078402","1.277","716550","43.4","2.6481","69.08","39.46"
"3469","MO","MA","Morocco","2008","31474893","1.258","716550","43.9","2.6189","69.42","37.7"
"3470","MO","MA","Morocco","2009","31871058","1.243","716550","44.5","2.5946","69.79","35.91"
"3471","MO","MA","Morocco","2010","32266907","1.225","716550","45","2.5703","70.15","34.21"
"3472","MO","MA","Morocco","2011","32661194","1.204","716550","45.6","2.546","70.5","32.59"
"3473","MO","MA","Morocco","2012","33052739","1.18","716550","46.1","2.5216","70.84","31.07"
"3474","MO","MA","Morocco","2013","33440544","1.153","716550","46.7","2.4973","71.17","29.61"
"3475","MO","MA","Morocco","2014","33823667","1.125","716550","47.2","2.4729","71.49","28.22"
"3476","MZ","MZ","Mozambique","1990","13913115","1.466","786380","17.7","5.8614","41.71","250.38"
"3477","MZ","MZ","Mozambique","1991","14122056","1.515","786380","18","5.7986","41.51","251.76"
"3478","MZ","MZ","Mozambique","1992","14285543","0.791","786380","18.2","5.7357","41.31","253.2"
"3479","MZ","MZ","Mozambique","1993","14716942","5.094","786380","18.7","5.6729","41.55","248.52"
"3480","MZ","MZ","Mozambique","1994","15721310","8.008","786380","20","5.61","41.78","243.92"
"3481","MZ","MZ","Mozambique","1995","16606189","3.076","786380","21.1","5.6013","42","239.39"
"3482","MZ","MZ","Mozambique","1996","17047073","2.176","786380","21.7","5.5925","42.2","234.94"
"3483","MZ","MZ","Mozambique","1997","17421861","2.173","786380","22.2","5.5837","42.4","230.56"
"3484","MZ","MZ","Mozambique","1998","17794446","2.06","786380","22.6","5.575","42.59","226.26"
"3485","MZ","MZ","Mozambique","1999","18148183","1.878","786380","23.1","5.5662","42.76","222.02"
"3486","MZ","MZ","Mozambique","2000","18498198","1.942","786380","23.5","5.5575","43.49","213.6"
"3487","MZ","MZ","Mozambique","2001","18865948","1.995","786380","24","5.5487","44.21","205.47"
"3488","MZ","MZ","Mozambique","2002","19249717","2.032","786380","24.5","5.54","44.92","197.62"
"3489","MZ","MZ","Mozambique","2003","19648943","2.073","786380","25","5.5748","45.61","190.05"
"3490","MZ","MZ","Mozambique","2004","20060939","2.077","786380","25.5","5.6096","46.28","182.74"
"3491","MZ","MZ","Mozambique","2005","20488080","2.136","786380","26.1","5.6444","46.95","175.7"
"3492","MZ","MZ","Mozambique","2006","20934250","2.172","786380","26.6","5.6792","47.6","168.91"
"3493","MZ","MZ","Mozambique","2007","21396604","2.196","786380","27.2","5.714","48.24","162.37"
"3494","MZ","MZ","Mozambique","2008","21889544","2.357","786380","27.8","5.776","48.86","156.06"
"3495","MZ","MZ","Mozambique","2009","22427917","2.5","786380","28.5","5.838","49.47","149.98"
"3496","MZ","MZ","Mozambique","2010","23012071","2.64","786380","29.3","5.9","50.07","144.13"
"3497","MZ","MZ","Mozambique","2011","23654009","2.859","786380","30.1","5.9","50.65","138.5"
"3498","MZ","MZ","Mozambique","2012","24329701","2.774","786380","30.9","5.7413","51.23","133.08"
"3499","MZ","MZ","Mozambique","2013","25009061","2.734","786380","31.8","5.5825","51.79","127.86"
"3500","MZ","MZ","Mozambique","2014","25695578","2.683","786380","32.7","5.4237","52.34","122.84"
"3501","WA","NA","Namibia","1990","1458648","2.99","823290","1.8","5.3076","57.8","100.56"
"3502","WA","NA","Namibia","1991","1499364","2.522","823290","1.8","5.16","57.46","100.27"
"3503","WA","NA","Namibia","1992","1538529","2.633","823290","1.9","5.025","57.09","99.99"
"3504","WA","NA","Namibia","1993","1579293","2.597","823290","1.9","4.89","56.71","99.7"
"3505","WA","NA","Namibia","1994","1620352","2.536","823290","2","4.755","56.31","99.43"
"3506","WA","NA","Namibia","1995","1661348","2.461","823290","2","4.62","55.88","99.15"
"3507","WA","NA","Namibia","1996","1702428","2.424","823290","2.1","4.485","55.44","98.88"
"3508","WA","NA","Namibia","1997","1743310","2.323","823290","2.1","4.35","54.97","98.61"
"3509","WA","NA","Namibia","1998","1783944","2.285","823290","2.2","4.215","54.48","98.34"
"3510","WA","NA","Namibia","1999","1825943","2.367","823290","2.2","4.08","53.97","98.08"
"3511","WA","NA","Namibia","2000","1877964","3.238","823290","2.3","4.09","53.44","97.81"
"3512","WA","NA","Namibia","2001","1929692","2.21","823290","2.3","4.1","53.26","96.24"
"3513","WA","NA","Namibia","2002","1964708","1.394","823290","2.4","4.0586","53.07","94.7"
"3514","WA","NA","Namibia","2003","1991705","1.336","823290","2.4","4.0173","52.87","93.2"
"3515","WA","NA","Namibia","2004","2017901","1.278","823290","2.5","3.9759","52.66","91.73"
"3516","WA","NA","Namibia","2005","2043266","1.221","823290","2.5","3.9345","52.43","90.29"
"3517","WA","NA","Namibia","2006","2068876","1.27","823290","2.5","3.8932","54.11","86.18"
"3518","WA","NA","Namibia","2007","2095758","1.311","823290","2.5","3.8518","55.7","82.25"
"3519","WA","NA","Namibia","2008","2123796","1.346","823290","2.6","3.8105","57.2","78.51"
"3520","WA","NA","Namibia","2009","2152895","1.375","823290","2.6","3.7691","58.61","74.93"
"3521","WA","NA","Namibia","2010","2182968","1.399","823290","2.7","3.7277","59.93","71.51"
"3522","WA","NA","Namibia","2011","2213938","1.418","823290","2.7","3.6864","61.17","68.26"
"3523","WA","NA","Namibia","2012","2249387","1.756","823290","2.7","3.645","61.67","65.39"
"3524","WA","NA","Namibia","2013","2292848","2.068","823290","2.8","3.5731","62.16","62.66"
"3525","WA","NA","Namibia","2014","2340420","2.039","823290","2.8","3.5012","62.64","60.03"
"3526","NR","NR","Nauru","1990","9488","","21","451.8","","",""
"3527","NR","NR","Nauru","1991","9665","","21","460.2","","",""
"3528","NR","NR","Nauru","1992","9826","0","21","467.9","3.8229","57.65","17.6"
"3529","NR","NR","Nauru","1993","9822","-0.081","21","467.7","3.719","58","17.31"
"3530","NR","NR","Nauru","1994","9822","0.081","21","467.7","3.9205","58.21","17.24"
"3531","NR","NR","Nauru","1995","9819","-0.153","21","467.6","3.6378","58.95","16.36"
"3532","NR","NR","Nauru","1996","9828","0.336","21","468","4.2447","58.86","16.76"
"3533","NR","NR","Nauru","1997","9866","0.436","21","469.8","4.3681","59.54","15.99"
"3534","NR","NR","Nauru","1998","9882","-0.111","21","470.6","3.6672","59.61","16.13"
"3535","NR","NR","Nauru","1999","9870","-0.122","21","470","3.6282","60.29","15.39"
"3536","NR","NR","Nauru","2000","9856","-0.172","21","469.3","3.5415","60.59","15.19"
"3537","NR","NR","Nauru","2001","9884","0.718","21","470.7","4.6211","61.04","14.78"
"3538","NR","NR","Nauru","2002","9909","-0.232","21","471.9","3.4072","61.64","14.2"
"3539","NR","NR","Nauru","2003","9917","0.403","21","472.2","3.3773","61.61","14.46"
"3540","NR","NR","Nauru","2004","9958","0.412","21","474.2","3.342","61.96","14.2"
"3541","NR","NR","Nauru","2005","10000","0.44","21","476.2","3.3066","62.3","13.96"
"3542","NR","NR","Nauru","2006","9549","-9.917","21","454.7","3.2713","62.64","13.72"
"3543","NR","NR","Nauru","2007","9096","0.462","21","433.1","3.236","62.99","13.49"
"3544","NR","NR","Nauru","2008","9139","0.503","21","435.2","3.2007","63.33","13.25"
"3545","NR","NR","Nauru","2009","9186","0.544","21","437.4","3.1653","63.67","13.03"
"3546","NR","NR","Nauru","2010","9237","0.574","21","439.9","3.13","64.01","12.81"
"3547","NR","NR","Nauru","2011","9290","0.571","21","442.4","3.08","64.34","12.59"
"3548","NR","NR","Nauru","2012","9343","0.557","21","444.9","3.03","64.68","12.37"
"3549","NR","NR","Nauru","2013","9396","0.553","21","447.4","2.98","65.01","12.16"
"3550","NR","NR","Nauru","2014","9446","0.529","21","449.8","2.93","65.34","11.95"
"3551","NP","NP","Nepal","1990","18649113","2.593","143351","130.1","5.178","54.34","140.3"
"3552","NP","NP","Nepal","1991","19149602","2.702","143351","133.6","5.135","55.21","133.09"
"3553","NP","NP","Nepal","1992","19705216","3.014","143351","137.5","5.065","56.06","126.26"
"3554","NP","NP","Nepal","1993","20278488","2.726","143351","141.5","4.995","56.88","119.78"
"3555","NP","NP","Nepal","1994","20843641","2.771","143351","145.4","4.925","57.67","113.67"
"3556","NP","NP","Nepal","1995","21358915","2.121","143351","149","4.855","58.43","107.89"
"3557","NP","NP","Nepal","1996","21804106","2.006","143351","152.1","4.785","59.18","102.41"
"3558","NP","NP","Nepal","1997","22241375","1.965","143351","155.2","4.5956","59.89","97.22"
"3559","NP","NP","Nepal","1998","22671580","1.867","143351","158.2","4.4062","60.59","92.32"
"3560","NP","NP","Nepal","1999","23086887","1.764","143351","161.1","4.2168","61.26","87.67"
"3561","NP","NP","Nepal","2000","23486982","1.673","143351","163.8","4.0274","61.91","83.26"
"3562","NP","NP","Nepal","2001","23887333","1.707","143351","166.6","3.838","62.53","79.13"
"3563","NP","NP","Nepal","2002","24272768","1.496","143351","169.3","3.6839","63.1","75"
"3564","NP","NP","Nepal","2003","24644751","1.546","143351","171.9","3.5298","63.63","71.29"
"3565","NP","NP","Nepal","2004","24988596","1.228","143351","174.3","3.3757","64.14","67.91"
"3566","NP","NP","Nepal","2005","25254661","0.892","143351","176.2","3.2216","64.63","64.83"
"3567","NP","NP","Nepal","2006","25484399","0.919","143351","177.8","3.0675","65.09","62.01"
"3568","NP","NP","Nepal","2007","25732124","1.016","143351","179.5","2.9631","65.98","57.56"
"3569","NP","NP","Nepal","2008","25998040","1.041","143351","181.4","2.8587","66.83","53.47"
"3570","NP","NP","Nepal","2009","26297359","1.248","143351","183.4","2.7544","67.64","49.73"
"3571","NP","NP","Nepal","2010","26662624","1.509","143351","186","2.65","68.42","46.27"
"3572","NP","NP","Nepal","2011","27079235","1.591","143351","188.9","2.566","69.17","43.1"
"3573","NP","NP","Nepal","2012","27501219","1.502","143351","191.8","2.482","69.48","41.59"
"3574","NP","NP","Nepal","2013","27907012","1.428","143351","194.7","2.398","69.78","40.13"
"3575","NP","NP","Nepal","2014","28291654","1.311","143351","197.4","2.314","70.08","38.74"
"3576","NL","NL","Netherlands","1990","14965871","","33893","441.6","","",""
"3577","NL","NL","Netherlands","1991","15081173","","33893","445","","",""
"3578","NL","NL","Netherlands","1992","15189788","","33893","448.2","","",""
"3579","NL","NL","Netherlands","1993","15291077","","33893","451.2","","",""
"3580","NL","NL","Netherlands","1994","15398925","","33893","454.3","","",""
"3581","NL","NL","Netherlands","1995","15476372","0.445","33893","456.6","1.5367","77.41","6.69"
"3582","NL","NL","Netherlands","1996","15545307","0.444","33893","458.7","1.532","77.42","6.95"
"3583","NL","NL","Netherlands","1997","15622141","0.542","33893","460.9","1.5639","77.8","6.2"
"3584","NL","NL","Netherlands","1998","15717094","0.669","33893","463.7","1.6303","77.87","6.34"
"3585","NL","NL","Netherlands","1999","15819915","0.635","33893","466.8","1.6541","77.83","6.34"
"3586","NL","NL","Netherlands","2000","15930182","0.754","33893","470","1.7224","78.01","6.29"
"3587","NL","NL","Netherlands","2001","16046806","0.705","33893","473.5","1.7055","78.21","6.33"
"3588","NL","NL","Netherlands","2002","16145468","0.521","33893","476.4","1.7212","78.29","6.07"
"3589","NL","NL","Netherlands","2003","16216610","0.358","33893","478.5","1.7337","78.54","5.74"
"3590","NL","NL","Netherlands","2004","16266339","0.254","33893","479.9","1.7129","79.12","5.26"
"3591","NL","NL","Netherlands","2005","16299098","0.148","33893","480.9","1.6956","79.37","5.84"
"3592","NL","NL","Netherlands","2006","16320438","0.113","33893","481.5","1.7061","79.73","5.25"
"3593","NL","NL","Netherlands","2007","16351023","0.261","33893","482.4","1.7044","80.15","4.77"
"3594","NL","NL","Netherlands","2008","16410056","0.459","33893","484.2","1.7626","80.28","4.59"
"3595","NL","NL","Netherlands","2009","16490411","0.517","33893","486.5","1.7844","80.57","4.58"
"3596","NL","NL","Netherlands","2010","16573644","0.49","33893","489","1.7828","80.68","4.54"
"3597","NL","NL","Netherlands","2011","16653044","0.466","33893","491.3","1.7801","80.79","4.5"
"3598","NL","NL","Netherlands","2012","16729271","0.447","33893","493.6","1.7786","80.9","4.47"
"3599","NL","NL","Netherlands","2013","16802870","0.431","33893","495.8","1.779","81","4.41"
"3600","NL","NL","Netherlands","2014","16874277","0.417","33893","497.9","1.7798","81.11","4.39"
"3601","NC","NC","New Caledonia","1990","168903","2.634","18275","9.2","3.084","70.9","19.32"
"3602","NC","NC","New Caledonia","1991","173326","2.537","18275","9.5","3.1154","70.89","16.79"
"3603","NC","NC","New Caledonia","1992","177763","2.519","18275","9.7","2.9603","71.9","16.06"
"3604","NC","NC","New Caledonia","1993","182460","2.694","18275","10","2.8273","72.12","15.11"
"3605","NC","NC","New Caledonia","1994","187446","2.698","18275","10.3","2.6947","71.16","17.66"
"3606","NC","NC","New Caledonia","1995","191780","1.883","18275","10.5","2.61","72.22","15.33"
"3607","NC","NC","New Caledonia","1996","195528","1.987","18275","10.7","2.6512","72.63","16.03"
"3608","NC","NC","New Caledonia","1997","199383","1.918","18275","10.9","2.6555","73.21","12.45"
"3609","NC","NC","New Caledonia","1998","203244","1.918","18275","11.1","2.5347","74.05","13.26"
"3610","NC","NC","New Caledonia","1999","207179","1.917","18275","11.3","2.4744","73.23","13.23"
"3611","NC","NC","New Caledonia","2000","211189","1.916","18275","11.6","2.5726","73.91","11.43"
"3612","NC","NC","New Caledonia","2001","215276","1.917","18275","11.8","2.4189","73.71","11.94"
"3613","NC","NC","New Caledonia","2002","219442","1.916","18275","12","2.3147","74.35","13.14"
"3614","NC","NC","New Caledonia","2003","223688","1.916","18275","12.2","2.2315","74.78","11.81"
"3615","NC","NC","New Caledonia","2004","228021","1.921","18275","12.5","2.1325","75.31","11.89"
"3616","NC","NC","New Caledonia","2005","232395","1.88","18275","12.7","2.194","75.54","11.71"
"3617","NC","NC","New Caledonia","2006","236510","1.633","18275","12.9","2.2101","76.44","10.77"
"3618","NC","NC","New Caledonia","2007","240451","1.672","18275","13.2","2.1198","76.02","11.54"
"3619","NC","NC","New Caledonia","2008","244446","1.624","18275","13.4","2.1099","76.21","11.34"
"3620","NC","NC","New Caledonia","2009","248410","1.594","18275","13.6","2.0999","76.39","11.15"
"3621","NC","NC","New Caledonia","2010","252363","1.564","18275","13.8","2.09","76.58","10.97"
"3622","NC","NC","New Caledonia","2011","256293","1.527","18275","14","2.066","76.76","10.81"
"3623","NC","NC","New Caledonia","2012","260190","1.492","18275","14.2","2.042","76.94","10.63"
"3624","NC","NC","New Caledonia","2013","264052","1.456","18275","14.4","2.018","77.12","10.44"
"3625","NC","NC","New Caledonia","2014","267874","1.419","18275","14.7","1.994","77.3","10.29"
"3626","NZ","NZ","New Zealand","1990","3413677","1.325","264537","12.9","2.1538","75.58","10.6"
"3627","NZ","NZ","New Zealand","1991","3455200","1.094","264537","13.1","2.1362","75.99","9.94"
"3628","NZ","NZ","New Zealand","1992","3493554","1.113","264537","13.2","2.1086","76.06","8.91"
"3629","NZ","NZ","New Zealand","1993","3536638","1.337","264537","13.4","2.0896","76.36","8.99"
"3630","NZ","NZ","New Zealand","1994","3586305","1.452","264537","13.6","2.0269","76.8","8.56"
